Date	Open	High	Low	Close	Adj Close	Volume
10/28/2020	486.359985	494	483.279999	486.23999	486.23999	5992700
10/29/2020	488.5	513.900024	479.339996	504.209991	504.209991	11120700
10/30/2020	502.01001	505.880005	472.209991	475.73999	475.73999	7807900
11/2/2020	478.869995	486.299988	475	484.119995	484.119995	4408200
11/3/2020	484.929993	495.309998	478.76001	487.220001	487.220001	3690200
11/4/2020	495.359985	507.730011	493.980011	496.950012	496.950012	5137300
11/5/2020	506.559998	518.72998	503.450012	513.76001	513.76001	5372800
11/6/2020	515	515.210022	502.51001	514.72998	514.72998	4236300
11/9/2020	485.540009	495.850006	467.26001	470.5	470.5	10419700
11/10/2020	470.950012	484.600006	463.410004	480.23999	480.23999	8306100
11/11/2020	483	491.679993	478.26001	490.76001	490.76001	5460500
11/12/2020	491	496.519989	480.429993	486.769989	486.769989	5063700
11/13/2020	486.769989	488.940002	477.799988	482.839996	482.839996	3002700
11/16/2020	480	485.579987	477.299988	479.100006	479.100006	3953600
11/17/2020	480.119995	487.51001	478.850006	480.630005	480.630005	3698100
11/18/2020	481.950012	488.609985	477.720001	481.790009	481.790009	3629200
11/19/2020	482	487.799988	480.470001	484.670013	484.670013	2254700
11/20/2020	485.220001	494.76001	481.570007	488.23999	488.23999	4253400
11/23/2020	490.459991	491.149994	475.839996	476.619995	476.619995	5416600
11/24/2020	478.839996	484.049988	475.890015	482.880005	482.880005	3550500
11/25/2020	485.130005	486.899994	478.920013	485	485	3598600
11/27/2020	486.579987	493.25	481.850006	491.359985	491.359985	2805800
11/30/2020	490.079987	492.549988	481.269989	490.700012	490.700012	3530900
12/1/2020	492.339996	509.470001	491.980011	504.579987	504.579987	5063200
12/2/2020	501.619995	506.799988	493.5	503.380005	503.380005	3028400
12/3/2020	502.98999	508.769989	496.040009	497.519989	497.519989	2826100
12/4/2020	497.5	504.5	493.640015	498.309998	498.309998	3666200
12/7/2020	500.01001	517.76001	497.769989	515.780029	515.780029	4289300
12/8/2020	517.900024	521.48999	505.549988	512.659973	512.659973	4229000
12/9/2020	510.529999	514.5	491.290009	493.600006	493.600006	4178800
12/10/2020	494.559998	503.769989	492.910004	501.089996	501.089996	3018200
12/11/2020	495	503.339996	494.850006	503.220001	503.220001	3210900
12/14/2020	505.440002	524.159973	501.179993	522.419983	522.419983	5770400
12/15/2020	518.5	524.700012	513.559998	519.780029	519.780029	3398200
12/16/2020	520.109985	527.380005	517.690002	524.830017	524.830017	3682400
12/17/2020	529	535.48999	526.440002	532.900024	532.900024	3193400
12/18/2020	533.200012	536.369995	526.02002	534.450012	534.450012	4502700
12/21/2020	530.049988	532.619995	521.150024	528.909973	528.909973	3894000
12/22/2020	527.690002	530.400024	520.5	527.330017	527.330017	1906600
12/23/2020	524.76001	526.320007	514.200012	514.47998	514.47998	2393200
12/24/2020	515.119995	519.349976	512.210022	513.969971	513.969971	1144000
12/28/2020	516.429993	523.659973	507.130005	519.119995	519.119995	2891900
12/29/2020	519.900024	536.549988	515.47998	530.869995	530.869995	4022400
12/30/2020	530.130005	533.26001	523.690002	524.590027	524.590027	1876300
12/31/2020	525.530029	545.5	523.150024	540.72998	540.72998	5392300
1/4/2021	539	540.799988	515.090027	522.859985	522.859985	4444400
1/5/2021	521.549988	526.780029	515.890015	520.799988	520.799988	3133900
1/6/2021	511.970001	513.099976	499.5	500.48999	500.48999	5346200
1/7/2021	508.279999	516.440002	506.420013	508.890015	508.890015	3686400
1/8/2021	511.309998	513.23999	504.51001	510.399994	510.399994	2973900
1/11/2021	507.839996	510.730011	497.950012	499.100006	499.100006	3812700
1/12/2021	500	501.089996	485.670013	494.25	494.25	5990400
1/13/2021	495.5	512.349976	493.01001	507.790009	507.790009	5032100
1/14/2021	507.350006	514.5	499.579987	500.859985	500.859985	4177400
1/15/2021	500	506.320007	495.100006	497.980011	497.980011	5895800
1/19/2021	501	509.25	493.540009	501.769989	501.769989	12315800
1/20/2021	565.419983	593.289978	556.859985	586.340027	586.340027	32637500
1/21/2021	582.450012	588.75	570.400024	579.840027	579.840027	11840600
1/22/2021	582.099976	583.98999	564.349976	565.169983	565.169983	7550800
1/25/2021	567	569.75	548.650024	556.780029	556.780029	7207300
1/26/2021	554.72998	567.98999	554.059998	561.929993	561.929993	5023800
1/27/2021	550.710022	556.419983	515.72998	523.280029	523.280029	8670300
1/28/2021	535.880005	553.150024	530.73999	538.599976	538.599976	5969000
1/29/2021	538	541	530.179993	532.390015	532.390015	4321500
2/1/2021	536.789978	545.059998	531.72998	539.039978	539.039978	3547500
2/2/2021	542.01001	555.47998	538.929993	548.159973	548.159973	3767600
2/3/2021	550.169983	550.47998	538.23999	539.450012	539.450012	3172300
2/4/2021	539.809998	559.47998	537.51001	552.159973	552.159973	5164500
2/5/2021	552.26001	554.440002	545.47998	550.789978	550.789978	2374300
2/8/2021	555	555	543.700012	547.919983	547.919983	2791700
2/9/2021	546	566	543	559.070007	559.070007	3703500
2/10/2021	562.5	566.650024	553.460022	563.590027	563.590027	3991300
2/11/2021	564.440002	565.929993	554.219971	557.590027	557.590027	2726700
