Date	Open	High	Low	Close	Adj Close	Volume
10/28/2020	115.050003	115.43	111.099998	111.199997	110.84285	143937800
10/29/2020	112.370003	116.93	112.199997	115.32	114.949615	146129200
10/30/2020	111.059998	111.989998	107.720001	108.860001	108.510361	190272600
11/2/2020	109.110001	110.68	107.32	108.769997	108.420654	122866900
11/3/2020	109.660004	111.489998	108.730003	110.440002	110.085289	107624400
11/4/2020	114.139999	115.589996	112.349998	114.949997	114.580803	138235500
11/5/2020	117.949997	119.620003	116.870003	119.029999	118.647697	126387100
11/6/2020	118.32	119.199997	116.129997	118.690002	118.512909	114457900
11/9/2020	120.5	121.989998	116.050003	116.32	116.146439	154515300
11/10/2020	115.550003	117.589996	114.129997	115.970001	115.796967	138023400
11/11/2020	117.190002	119.629997	116.440002	119.489998	119.311707	112295000
11/12/2020	119.620003	120.529999	118.57	119.209999	119.032127	103162300
11/13/2020	119.440002	119.669998	117.870003	119.260002	119.082054	81581900
11/16/2020	118.919998	120.989998	118.150002	120.300003	120.120506	91183000
11/17/2020	119.550003	120.669998	118.959999	119.389999	119.211861	74271000
11/18/2020	118.610001	119.82	118	118.029999	117.853889	76322100
11/19/2020	117.589996	119.059998	116.809998	118.639999	118.462982	74113000
11/20/2020	118.639999	118.769997	117.290001	117.339996	117.164917	73604300
11/23/2020	117.18	117.620003	113.75	113.849998	113.680122	127959300
11/24/2020	113.910004	115.849998	112.589996	115.169998	114.998154	113874200
11/25/2020	115.550003	116.75	115.169998	116.029999	115.856873	76499200
11/27/2020	116.57	117.489998	116.220001	116.589996	116.416031	46691300
11/30/2020	116.970001	120.970001	116.809998	119.050003	118.872368	169410200
12/1/2020	121.010002	123.470001	120.010002	122.720001	122.536896	128166800
12/2/2020	122.019997	123.370003	120.889999	123.080002	122.896355	89004200
12/3/2020	123.519997	123.779999	122.209999	122.940002	122.756569	78967600
12/4/2020	122.599998	122.860001	121.519997	122.25	122.067596	78260400
12/7/2020	122.309998	124.57	122.25	123.75	123.565353	86712000
12/8/2020	124.370003	124.980003	123.089996	124.379997	124.194412	82225500
12/9/2020	124.529999	125.949997	121	121.779999	121.598289	115089200
12/10/2020	120.5	123.870003	120.150002	123.239998	123.056114	81312200
12/11/2020	122.43	122.760002	120.550003	122.410004	122.227356	86939800
12/14/2020	122.599998	123.349998	121.540001	121.779999	121.598289	79184500
12/15/2020	124.339996	127.900002	124.129997	127.879997	127.689186	157572300
12/16/2020	127.410004	128.369995	126.559998	127.809998	127.619293	98208600
12/17/2020	128.899994	129.580002	128.039993	128.699997	128.507965	94359800
12/18/2020	128.960007	129.100006	126.120003	126.660004	126.471016	192541500
12/21/2020	125.019997	128.309998	123.449997	128.229996	128.038666	121251600
12/22/2020	131.610001	134.410004	129.649994	131.880005	131.683228	168904800
12/23/2020	132.160004	132.429993	130.779999	130.960007	130.764603	88223700
12/24/2020	131.320007	133.460007	131.100006	131.970001	131.773087	54930100
12/28/2020	133.990005	137.339996	133.509995	136.690002	136.486053	124486200
12/29/2020	138.050003	138.789993	134.339996	134.869995	134.668762	121047300
12/30/2020	135.580002	135.990005	133.399994	133.720001	133.520477	96452100
12/31/2020	134.080002	134.740005	131.720001	132.690002	132.49202	99116600
1/4/2021	133.520004	133.610001	126.760002	129.410004	129.216919	143301900
1/5/2021	128.889999	131.740005	128.429993	131.009995	130.814514	97664900
1/6/2021	127.720001	131.050003	126.379997	126.599998	126.411102	155088000
1/7/2021	128.360001	131.630005	127.860001	130.919998	130.724655	109578200
1/8/2021	132.429993	132.630005	130.229996	132.050003	131.852966	105158200
1/11/2021	129.190002	130.169998	128.5	128.979996	128.787552	100620900
1/12/2021	128.5	129.690002	126.860001	128.800003	128.607819	91951100
1/13/2021	128.759995	131.449997	128.490005	130.889999	130.694702	88636800
1/14/2021	130.800003	131	128.759995	128.910004	128.717667	90221800
1/15/2021	128.779999	130.220001	127	127.139999	126.950294	111598500
