Date,Open,High,Low,Close,Adj Close,Volume
2020-10-28,121.010002,121.529999,118.320000,118.470001,118.470001,11654700
2020-10-29,118.160004,122.629997,117.230003,121.540001,121.540001,9583700
2020-10-30,120.639999,121.750000,119.089996,121.250000,121.250000,8090200
2020-11-02,122.239998,122.930000,119.809998,120.129997,120.129997,9186000
2020-11-03,121.610001,125.070000,121.370003,124.019997,124.019997,8144900
2020-11-04,123.580002,126.860001,123.410004,125.070000,125.070000,7483000
2020-11-05,126.779999,128.619995,125.800003,126.959999,126.959999,7654800
2020-11-06,126.260002,128.039993,124.610001,127.459999,127.459999,6259700
2020-11-09,140.259995,147.679993,138.070007,142.589996,142.589996,35634700
2020-11-10,139.970001,142.369995,137.669998,142.110001,142.110001,18115400
2020-11-11,141.470001,142.000000,136.619995,137.820007,137.820007,9600900
2020-11-12,136.339996,138.490005,134.100006,135.520004,135.520004,13768200
2020-11-13,140.899994,141.190002,136.520004,138.360001,138.360001,21062300
2020-11-16,141.570007,144.740005,141.570007,144.669998,144.669998,16382500
2020-11-17,144.399994,144.830002,142.559998,144.500000,144.500000,9354900
2020-11-18,144.500000,145.479996,143.350006,143.899994,143.899994,9456200
2020-11-19,142.570007,143.300003,141.699997,141.720001,141.720001,8892500
2020-11-20,141.710007,142.610001,140.860001,141.070007,141.070007,8481600
2020-11-23,142.449997,147.750000,141.699997,145.979996,145.979996,12887000
2020-11-24,148.160004,151.860001,147.850006,151.490005,151.490005,16711700
2020-11-25,150.270004,150.270004,147.240005,149.089996,149.089996,9552000
2020-11-27,149.000000,150.350006,146.529999,147.130005,147.130005,5306400
2020-11-30,147.059998,148.690002,146.289993,148.009995,148.009995,9710100
2020-12-01,149.570007,151.399994,149.000000,149.440002,149.440002,8827800
2020-12-02,149.490005,154.009995,148.339996,153.610001,153.610001,10601900
2020-12-03,153.449997,154.440002,152.130005,153.240005,153.240005,9063200
2020-12-04,153.690002,154.679993,152.809998,154.139999,154.139999,6033300
2020-12-07,153.179993,153.880005,152.259995,153.679993,153.679993,6815500
2020-12-08,152.419998,154.880005,152.250000,153.720001,153.720001,7900600
2020-12-09,156.289993,157.460007,153.889999,154.429993,154.429993,10804300
2020-12-10,153.320007,155.339996,152.500000,154.690002,154.690002,8993200
2020-12-11,169.679993,179.449997,165.330002,175.720001,175.720001,87410700
2020-12-14,173.800003,177.300003,168.809998,169.300003,169.300003,30939400
2020-12-15,170.490005,174.470001,167.820007,173.940002,173.940002,18817200
2020-12-16,173.990005,174.850006,171.619995,173.119995,173.119995,11105800
2020-12-17,173.820007,174.839996,171.960007,173.550003,173.550003,9004600
2020-12-18,173.600006,175.839996,172.279999,172.889999,172.889999,21172100
2020-12-21,170.089996,171.940002,168.190002,170.690002,170.690002,11424200
2020-12-22,170.000000,171.449997,169.160004,170.449997,170.449997,6419200
2020-12-23,172.960007,175.949997,172.300003,173.550003,173.550003,9994000
2020-12-24,173.990005,174.580002,172.380005,173.729996,173.729996,2721000
2020-12-28,175.750000,179.919998,175.050003,178.860001,178.860001,13145400
2020-12-29,180.009995,180.199997,176.220001,177.300003,177.300003,6875400
2020-12-30,178.500000,183.399994,178.369995,181.169998,181.169998,11680400
2020-12-31,181.220001,183.399994,180.270004,181.179993,181.179993,7073500
2021-01-04,182.259995,182.589996,174.729996,177.679993,177.679993,13426600
2021-01-05,176.199997,180.339996,176.199997,178.440002,178.440002,7771800
2021-01-06,178.320007,181.610001,177.279999,179.119995,179.119995,7517800
2021-01-07,179.500000,179.949997,177.580002,178.580002,178.580002,7300800
2021-01-08,178.809998,180.020004,176.600006,178.690002,178.690002,7894500
2021-01-11,177.750000,181.259995,177.350006,179.089996,179.089996,6464100
2021-01-12,177.300003,178.320007,174.860001,175.990005,175.990005,8349800
2021-01-13,174.399994,177.729996,173.740005,176.119995,176.119995,6839500
2021-01-14,177.009995,178.350006,173.399994,173.429993,173.429993,8951200
2021-01-15,172.949997,174.190002,170.169998,171.440002,171.440002,12232500
2021-01-19,172.100006,173.710007,171.440002,172.259995,172.259995,7834700
2021-01-20,175.220001,177.880005,173.000000,173.639999,173.639999,9809200
2021-01-21,173.240005,175.000000,171.020004,171.279999,171.279999,8423900
2021-01-22,174.000000,175.250000,171.889999,172.779999,172.779999,9517200
2021-01-25,171.889999,173.110001,168.770004,171.889999,171.889999,7833700
2021-01-26,173.000000,173.350006,169.050003,169.559998,169.559998,7523200
2021-01-27,165.009995,166.339996,160.520004,163.029999,163.029999,18239200
2021-01-28,166.169998,172.880005,165.949997,171.880005,171.880005,14449100
2021-01-29,168.800003,169.809998,165.789993,168.169998,168.169998,12840900
2021-02-01,170.839996,171.729996,168.029999,170.970001,170.970001,8140400
