Weighted Returns
0.0413796
-0.0526274
0.00897903
0.018982
0.0216204
0.037456
0.00261498
-0.0258068
0.00220697
0.0366484
0.0101121
0.00593328
0.022219
0.000272682
-0.00795417
0.0180609
0.014126
-0.00370508
0.0027161
0.0353332
0.0545587
0.0507036
-0.00655815
0.00447712
0.0163473
-0.00866135
0.0277959
0.0208649
-0.0452662
0.0102014
0.0106793
0.0172884
-0.0133665
-0.00444603
0.0249179
-0.00854608
-0.0108067
-0.0260962
-0.000140693
-0.0179865
-0.0244665
0.0163967
-0.0107581
-0.00458175
-0.00649299
2.33303e-05
-0.00184964
0.00928565
0.0022313
0.00138562
0.00915026
0.017352
0.00368752
-0.00692468
-0.0101319
0.0986367
0.0109727
-0.0192407
0.0204051
0.0197039
-0.0329843
0.0284497
0.00893243
-0.0138024
0.0234906
0.00430384
0.0323218
0.00450915
0.00990229
0.00204699
0.00559782
-0.00669659
0.00252127
-0.00834956
-0.0121366
-0.0157851
0.00553257
-0.028651
-0.000867869
-0.00179489
-0.007832
0.0106792
0.0335412
-0.0209625
-0.0603739
-0.0164972
0.00124801
-0.0372964
0.0325639
0.00978431
0.0461805
-0.011448
0.00835538
0.0244893
-0.00683744
-0.0379714
0.0197635
0.0156854
-0.00789219
-0.0308646
-0.0163779
0.00119822
-0.0232165
-0.00493683
0.0365022
0.026278
-0.00385215
0.0137083
-0.00499569
0.0107401
0.0171796
-0.0144268
0.0226905
0.00328717
0.00621964
0.0161133
-0.00794184
-0.0165122
-0.0130315
-0.00599384
0.00744608
0.0137676
0.00303309
